created_date,source,context,annotation,__index_level_0__
2024-01-13,Z,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1816
2024-03-07,Z,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1817
2024-01-31,Z,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1818
2024-02-25,Z,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1819
2024-02-28,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1820
2024-01-18,X,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1821
2024-02-21,Z,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1822
2024-02-12,Z,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1823
2024-03-02,X,거짓말이 밝혀지는 순간 원망이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1824
2024-01-21,Z,약속을 무시하는 태도에 원망으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1825
2024-03-26,Z,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1826
2024-02-26,Z,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1827
2024-03-15,Y,약속을 무시하는 태도에 원망으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1828
2024-02-19,Y,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1829
2024-03-04,Z,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1830
2024-02-11,Y,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1831
2024-02-27,Z,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1832
2024-02-11,X,거짓말이 밝혀지는 순간 원망이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1833
2024-03-18,X,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1834
2024-01-04,Y,무례한 말투에 속이 끓어올라 원망을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1835
2024-01-16,Z,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1836
2024-01-04,X,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1837
2024-01-27,Z,약속을 무시하는 태도에 불쾌으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1838
2024-02-09,X,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1839
2024-01-02,Z,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1840
2024-01-15,Z,반복되는 실수에 타오름을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1841
2024-01-09,X,정당하지 못한 평가에 불쾌이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1842
2024-02-14,X,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1843
2024-01-04,Z,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1844
2024-02-05,Y,반복되는 실수에 타오름을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1845
2024-01-19,Y,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1846
2024-01-03,Y,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1847
2024-01-01,X,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1848
2024-03-08,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1849
2024-03-30,X,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1850
2024-02-07,Y,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1851
2024-02-26,X,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1852
2024-01-07,Y,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1853
2024-02-19,X,약속을 무시하는 태도에 원망으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1854
2024-01-14,X,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1855
2024-01-31,Y,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1856
2024-01-19,Z,반복되는 실수에 타오름을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1857
2024-01-13,Z,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1858
2024-03-18,Y,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1859
2024-03-29,X,약속을 무시하는 태도에 원망으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1860
2024-01-29,Y,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1861
2024-02-21,Y,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1862
2024-01-15,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1863
2024-03-30,X,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1864
2024-02-15,Y,약속을 무시하는 태도에 불쾌으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1865
2024-03-17,Z,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1866
2024-01-07,Z,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1867
2024-02-24,Y,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1868
2024-01-10,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1869
2024-02-15,X,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1870
2024-02-28,X,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1871
2024-03-17,X,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1872
2024-01-02,Y,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1873
2024-01-26,X,약속을 무시하는 태도에 불쾌으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1874
2024-01-10,X,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1875
2024-01-10,Y,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1876
2024-01-16,X,무례한 말투에 속이 끓어올라 원망을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1877
2024-02-08,X,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1878
2024-03-09,Y,무례한 말투에 속이 끓어올라 타오름을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1879
2024-02-20,Z,무례한 말투에 속이 끓어올라 원망을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1880
2024-01-30,X,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1881
2024-03-14,Z,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1882
2024-03-18,X,무례한 말투에 속이 끓어올라 타오름을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1883
2024-01-06,Y,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1884
2024-01-25,X,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1885
2024-01-04,Z,무례한 말투에 속이 끓어올라 타오름을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1886
2024-01-04,Y,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1887
2024-01-15,Y,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1888
2024-03-25,Z,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1889
2024-01-21,Y,반복되는 실수에 타오름을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1890
2024-01-25,Y,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1891
2024-02-14,Z,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1892
2024-03-19,Y,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1893
2024-03-28,X,반복되는 실수에 타오름을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1894
2024-02-05,Y,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1895
2024-03-24,Z,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1896
2024-01-26,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1897
2024-02-04,X,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1898
2024-02-23,X,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1899
2024-01-11,Z,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1900
2024-03-19,Y,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1901
2024-02-14,Z,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1902
2024-02-16,X,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1903
2024-01-31,Y,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1904
2024-03-31,X,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1905
2024-01-18,Y,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1906
2024-03-10,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1907
2024-03-22,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1908
2024-03-16,Y,약속을 무시하는 태도에 원망으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1909
2024-01-23,Y,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1910
2024-01-23,Z,무례한 말투에 속이 끓어올라 타오름을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1911
2024-01-20,X,반복되는 실수에 타오름을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1912
2024-02-19,X,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1913
2024-02-05,Z,거짓말이 밝혀지는 순간 원망이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1914
2024-01-02,X,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1915
2024-02-06,X,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1916
2024-01-15,X,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1917
2024-02-14,Y,약속을 무시하는 태도에 불쾌으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1918
2024-01-14,Z,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1919
2024-03-25,Y,무례한 말투에 속이 끓어올라 원망을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1920
2024-01-16,X,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1921
2024-01-02,Y,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1922
2024-02-01,X,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1923
2024-03-19,Z,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1924
2024-01-02,Y,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1925
2024-02-27,Z,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1926
2024-01-17,Z,정당하지 못한 평가에 불쾌이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1927
2024-01-23,Z,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1928
2024-03-17,Y,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1929
2024-01-17,X,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1930
2024-02-05,Y,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1931
2024-03-31,Z,반복되는 실수에 타오름을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1932
2024-01-16,Y,무례한 말투에 속이 끓어올라 원망을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1933
2024-03-06,Z,정당하지 못한 평가에 불쾌이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1934
2024-02-23,Z,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1935
2024-02-20,X,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1936
2024-02-12,X,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1937
2024-03-31,Y,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1938
2024-03-17,Z,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1939
2024-03-04,Y,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1940
2024-01-12,Y,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1941
2024-02-10,Y,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1942
2024-02-07,X,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1943
2024-01-15,Z,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1944
2024-03-16,Y,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1945
2024-03-17,Z,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1946
2024-03-26,Z,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1947
2024-03-30,Y,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1948
2024-03-28,Y,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1949
2024-03-06,Y,정당하지 못한 평가에 불쾌이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1950
2024-01-27,Y,정당하지 못한 평가에 불쾌이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1951
2024-01-27,Y,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1952
2024-02-13,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1953
2024-02-25,X,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1954
2024-01-08,X,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1955
2024-02-10,Y,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1956
2024-01-07,Y,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'M'}]",1957
2024-02-17,Y,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1958
2024-03-31,Z,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1959
2024-03-03,Z,무례한 말투에 속이 끓어올라 원망을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1960
2024-01-11,Z,거짓말이 밝혀지는 순간 원망이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1961
2024-02-25,Z,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1962
2024-03-21,X,약속을 무시하는 태도에 타오름으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1963
2024-03-21,Z,거짓말이 밝혀지는 순간 타오름이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1964
2024-02-29,Y,거짓말이 밝혀지는 순간 원망이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1965
2024-03-11,Y,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1966
2024-02-17,Z,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1967
2024-03-04,Y,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1968
2024-03-22,Z,약속을 무시하는 태도에 원망으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1969
2024-03-17,X,정당하지 못한 평가에 타오름이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1970
2024-01-10,Z,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1971
2024-02-09,Z,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1972
2024-02-05,Y,거짓말이 밝혀지는 순간 날카로움이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1973
2024-02-26,Z,반복되는 실수에 날카로움을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1974
2024-03-13,Y,반복되는 실수에 원망을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1975
2024-01-07,X,무례한 말투에 속이 끓어올라 불쾌을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1976
2024-03-05,Y,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1977
2024-03-20,Y,정당하지 못한 평가에 원망이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'F'}]",1978
2024-02-25,Y,무례한 말투에 속이 끓어올라 원망을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1979
2024-03-28,X,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1980
2024-03-18,Z,무례한 말투에 속이 끓어올라 타오름을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_타오름', 'gender': 'F'}]",1981
2024-02-04,Z,반복되는 실수에 불쾌을 억누르기 어려웠다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'M'}]",1982
2024-01-23,X,거짓말이 밝혀지는 순간 원망이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_원망', 'gender': 'M'}]",1983
2024-01-28,Z,정당하지 못한 평가에 날카로움이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'F'}]",1984
2024-02-13,Z,무례한 말투에 속이 끓어올라 날카로움을 참느라 애썼다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1985
2024-02-28,Y,거짓말이 밝혀지는 순간 불쾌이 번쩍 치솟았다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1986
2024-02-12,X,약속을 무시하는 태도에 날카로움으로 하루를 망쳤다.,"[{'annotator': 'A', 'emotion': '분노_날카로움', 'gender': 'M'}]",1987
2024-03-17,X,정당하지 못한 평가에 불쾌이 치밀었다.,"[{'annotator': 'A', 'emotion': '분노_불쾌', 'gender': 'F'}]",1988
